Academic Year,Term,Level of Statistics,School,Department,Course Group,Course Number,Section,Course Code,Section Code,Co-list / Multi-coded Course Section Indicator,Survey Name,Instructor's Name,Instructor's ITSC,No. of Students Invited,Response Rate,Low Response Rate Indicator,Response Rate (Adjusted),No. of Sections Evaluated,Course Overall - Mean,Course Overall - Mean (Adjusted),Course Overall - SD,Course Overall - SD (Adjusted),Instructor Overall - Mean,Instructor Overall - Mean (Adjusted),Instructor Overall - SD,Instructor Overall - SD (Adjusted)
25-26,Fall,Instructor,AIS,ENVR,ENVR,5340,L1,25-26-Fall-ENVR-5340,25-26-Fall-ENVR-5340-L1,-,25-26-FALL-ENVR-5340-L1-Instructor,"YAU, Man Hung Raymond",raymondyau,107,0.589,,,-,3.79,,1.23,,3.9,,1.07,
25-26,Fall,Course,AIS,ENVR,ENVR,5380,-,25-26-Fall-ENVR-5380,-,-,-,-,-,-,0.588,,,1,4.62,,0.57,,4.76,,0.43,
25-26,Fall,Section,AIS,ENVR,ENVR,5380,L1,25-26-Fall-ENVR-5380,25-26-Fall-ENVR-5380-L1,-,-,-,-,85,0.588,,,-,4.62,,0.57,,4.76,,0.43,
25-26,Fall,Instructor,AIS,ENVR,ENVR,5380,L1,25-26-Fall-ENVR-5380,25-26-Fall-ENVR-5380-L1,-,25-26-FALL-ENVR-5380-L1-Instructor,"STEUER, Benjamin",bst,85,0.588,,,-,4.62,,0.57,,4.76,,0.43,
25-26,Fall,Course,AIS,ENVR,ENVR,5410,-,25-26-Fall-ENVR-5410,-,-,-,-,-,-,0.667,Y,,1,4.2,,1.03,,4.63,,0.61,
25-26,Fall,Section,AIS,ENVR,ENVR,5410,L1,25-26-Fall-ENVR-5410,25-26-Fall-ENVR-5410-L1,-,-,-,-,15,0.667,Y,,-,4.2,,1.03,,4.63,,0.61,
25-26,Fall,Instructor,AIS,ENVR,ENVR,5410,L1,25-26-Fall-ENVR-5410,25-26-Fall-ENVR-5410-L1,-,25-26-FALL-ENVR-5410-L1-Instructor,"WANG, Zhe",envrwangz,15,0.667,Y,,-,4.2,,1.03,,4.6,,0.7,
25-26,Fall,Instructor,AIS,ENVR,ENVR,5410,L1,25-26-Fall-ENVR-5410,25-26-Fall-ENVR-5410-L1,-,25-26-FALL-ENVR-5410-L1-Instructor,"YING, Qi",qying,15,0.667,Y,,-,4.2,,1.03,,4.7,,0.48,
25-26,Fall,Instructor,AIS,ENVR,ENVR,5410,L1,25-26-Fall-ENVR-5410,25-26-Fall-ENVR-5410-L1,-,25-26-FALL-ENVR-5410-L1-Instructor,"YU, Jianzhen",chjianyu,15,0.667,Y,,-,4.2,,1.03,,4.6,,0.7,
25-26,Fall,Course,AIS,ENVR,ENVR,6090K,-,25-26-Fall-ENVR-6090K,-,-,-,-,-,-,0.786,,,1,4.85,,0.36,,4.91,,0.29,
25-26,Fall,Section,AIS,ENVR,ENVR,6090K,L1,25-26-Fall-ENVR-6090K,25-26-Fall-ENVR-6090K-L1,-,-,-,-,42,0.786,,,-,4.85,,0.36,,4.91,,0.29,
25-26,Fall,Instructor,AIS,ENVR,ENVR,6090K,L1,25-26-Fall-ENVR-6090K,25-26-Fall-ENVR-6090K-L1,-,25-26-FALL-ENVR-6090K-L1-Instructor,"CHOW, Ulysses",uchow,42,0.786,,,-,4.85,,0.36,,4.91,,0.29,
25-26,Fall,Course,AIS,ENVR,SUST,1000,-,25-26-Fall-SUST-1000,-,-,-,-,-,-,0.466,,,2,4.2,,0.73,,4.4,,0.78,
25-26,Fall,Section,AIS,ENVR,SUST,1000,L1,25-26-Fall-SUST-1000,25-26-Fall-SUST-1000-L1,-,-,-,-,58,0.621,,,-,4.17,,0.74,,4.47,,0.74,
25-26,Fall,Instructor,AIS,ENVR,SUST,1000,L1,25-26-Fall-SUST-1000,25-26-Fall-SUST-1000-L1,-,25-26-FALL-SUST-1000-L1-Instructor,"LAU, Arthur P S",pslau,58,0.621,,,-,4.17,,0.74,,4.47,,0.74,
25-26,Fall,Section,AIS,ENVR,SUST,1000,L2,25-26-Fall-SUST-1000,25-26-Fall-SUST-1000-L2,-,-,-,-,60,0.317,Y,,-,4.26,,0.73,,4.26,,0.87,
25-26,Fall,Instructor,AIS,ENVR,SUST,1000,L2,25-26-Fall-SUST-1000,25-26-Fall-SUST-1000-L2,-,25-26-FALL-SUST-1000-L2-Instructor,"SAUERWEIN, Meike",meike,60,0.317,Y,,-,4.26,,0.73,,4.26,,0.87,
25-26,Fall,Course,AIS,ENVR,SUST,1010,-,25-26-Fall-SUST-1010,-,-,-,-,-,-,0.489,,,1,4.13,,1.01,,4.31,,0.95,
25-26,Fall,Section,AIS,ENVR,SUST,1010,L1,25-26-Fall-SUST-1010,25-26-Fall-SUST-1010-L1,-,-,-,-,92,0.489,,,-,4.13,,1.01,,4.31,,0.95,
25-26,Fall,Instructor,AIS,ENVR,SUST,1010,L1,25-26-Fall-SUST-1010,25-26-Fall-SUST-1010-L1,-,25-26-FALL-SUST-1010-L1-Instructor,"SHI, Xiaoming Bill",shixm,92,0.489,,,-,4.13,,1.01,,4.31,,0.95,
25-26,Fall,Course,AIS,EVSM,EVSM,5220,-,25-26-Fall-EVSM-5220,-,-,-,-,-,-,0.542,Y,,1,4.77,,0.44,,4.77,,0.51,
25-26,Fall,Section,AIS,EVSM,EVSM,5220,L1,25-26-Fall-EVSM-5220,25-26-Fall-EVSM-5220-L1,-,-,-,-,24,0.542,Y,,-,4.77,,0.44,,4.77,,0.51,
25-26,Fall,Instructor,AIS,EVSM,EVSM,5220,L1,25-26-Fall-EVSM-5220,25-26-Fall-EVSM-5220-L1,-,25-26-FALL-EVSM-5220-L1-Instructor,"LIAO, Kezheng CoCo",liaokezheng,24,0.542,Y,,-,4.77,,0.44,,4.85,,0.38,
25-26,Fall,Instructor,AIS,EVSM,EVSM,5220,L1,25-26-Fall-EVSM-5220,25-26-Fall-EVSM-5220-L1,-,25-26-FALL-EVSM-5220-L1-Instructor,"YING, Qi",qying,24,0.542,Y,,-,4.77,,0.44,,4.69,,0.63,
25-26,Fall,Course,AIS,EVSM,EVSM,5230,-,25-26-Fall-EVSM-5230,-,-,-,-,-,-,0.579,,,1,4.53,,0.61,,4.6,,0.62,
25-26,Fall,Section,AIS,EVSM,EVSM,5230,L1,25-26-Fall-EVSM-5230,25-26-Fall-EVSM-5230-L1,-,-,-,-,114,0.579,,,-,4.53,,0.61,,4.6,,0.62,
25-26,Fall,Instructor,AIS,EVSM,EVSM,5230,L1,25-26-Fall-EVSM-5230,25-26-Fall-EVSM-5230-L1,-,25-26-FALL-EVSM-5230-L1-Instructor,"KWAN, Joseph Kai Cho",joekwan,114,0.579,,,-,4.53,,0.61,,4.58,,0.68,
25-26,Fall,Instructor,AIS,EVSM,EVSM,5230,L1,25-26-Fall-EVSM-5230,25-26-Fall-EVSM-5230-L1,-,25-26-FALL-EVSM-5230-L1-Instructor,"YU, Samuel Chung Toi",samyu,114,0.579,,,-,4.53,,0.61,,4.62,,0.55,
25-26,Fall,Course,AIS,EVSM,EVSM,5240,-,25-26-Fall-EVSM-5240,-,-,-,-,-,-,0.667,,,1,4.69,,0.6,,4.75,,0.45,
25-26,Fall,Section,AIS,EVSM,EVSM,5240,L1,25-26-Fall-EVSM-5240,25-26-Fall-EVSM-5240-L1,-,-,-,-,24,0.667,,,-,4.69,,0.6,,4.75,,0.45,
25-26,Fall,Instructor,AIS,EVSM,EVSM,5240,L1,25-26-Fall-EVSM-5240,25-26-Fall-EVSM-5240-L1,-,25-26-FALL-EVSM-5240-L1-Instructor,"CHAN, Jimmy",jimmy,24,0.667,,,-,4.69,,0.6,,4.75,,0.45,
25-26,Fall,Course,AIS,EVSM,EVSM,5440,-,25-26-Fall-EVSM-5440,-,-,-,-,-,-,0.59,,,1,4.49,,0.65,,4.59,,0.59,
25-26,Fall,Section,AIS,EVSM,EVSM,5440,L1,25-26-Fall-EVSM-5440,25-26-Fall-EVSM-5440-L1,-,-,-,-,83,0.59,,,-,4.49,,0.65,,4.59,,0.59,
25-26,Fall,Instructor,AIS,EVSM,EVSM,5440,L1,25-26-Fall-EVSM-5440,25-26-Fall-EVSM-5440-L1,-,25-26-FALL-EVSM-5440-L1-Instructor,"CHAN, Keith",keithchan,83,0.59,,,-,4.49,,0.65,,4.57,,0.61,
25-26,Fall,Instructor,AIS,EVSM,EVSM,5440,L1,25-26-Fall-EVSM-5440,25-26-Fall-EVSM-5440-L1,-,25-26-FALL-EVSM-5440-L1-Instructor,"MOREAU, Quentin Bertrand Arthur",qmoreau,83,0.59,,,-,4.49,,0.65,,4.61,,0.57,
25-26,Fall,Course,AIS,EVSM,EVSM,5450,-,25-26-Fall-EVSM-5450,-,-,-,-,-,-,0.51,,,1,4.56,,0.58,,4.52,,0.65,
25-26,Fall,Section,AIS,EVSM,EVSM,5450,L1,25-26-Fall-EVSM-5450,25-26-Fall-EVSM-5450-L1,-,-,-,-,49,0.51,,,-,4.56,,0.58,,4.52,,0.65,
25-26,Fall,Instructor,AIS,EVSM,EVSM,5450,L1,25-26-Fall-EVSM-5450,25-26-Fall-EVSM-5450-L1,-,25-26-FALL-EVSM-5450-L1-Instructor,"CHEN, Fei",feichen,49,0.51,,,-,4.56,,0.58,,4.52,,0.65,
25-26,Fall,Course,AIS,ISDN,ISDN,1001,-,25-26-Fall-ISDN-1001,-,-,-,-,-,-,0.532,,,1,3.48,,0.92,,4.0,,0.64,
25-26,Fall,Section,AIS,ISDN,ISDN,1001,L1,25-26-Fall-ISDN-1001,25-26-Fall-ISDN-1001-L1,-,-,-,-,47,0.532,,,-,3.48,,0.92,,4.0,,0.64,
25-26,Fall,Instructor,AIS,ISDN,ISDN,1001,L1,25-26-Fall-ISDN-1001,25-26-Fall-ISDN-1001-L1,-,25-26-FALL-ISDN-1001-L1-Instructor,"SHAO, Qijia",qijiashao,47,0.532,,,-,3.48,,0.92,,4.04,,0.61,
25-26,Fall,Instructor,AIS,ISDN,ISDN,1001,L1,25-26-Fall-ISDN-1001,25-26-Fall-ISDN-1001-L1,-,25-26-FALL-ISDN-1001-L1-Instructor,"TSUI, Chi Ying",eetsui,47,0.532,,,-,3.48,,0.92,,3.96,,0.68,
25-26,Fall,Course,AIS,ISDN,ISDN,1130,-,25-26-Fall-ISDN-1130,-,-,-,-,-,-,0.6,Y,,1,4.89,,0.33,,4.78,,0.44,
25-26,Fall,Section,AIS,ISDN,ISDN,1130,L1,25-26-Fall-ISDN-1130,25-26-Fall-ISDN-1130-L1,-,-,-,-,15,0.6,Y,,-,4.89,,0.33,,4.78,,0.44,
25-26,Fall,Instructor,AIS,ISDN,ISDN,1130,L1,25-26-Fall-ISDN-1130,25-26-Fall-ISDN-1130-L1,-,25-26-FALL-ISDN-1130-L1-Instructor,"LAU, Brian Hui Wang",brianlau,15,0.6,Y,,-,4.89,,0.33,,4.78,,0.44,
25-26,Fall,Course,AIS,ISDN,ISDN,2001,-,25-26-Fall-ISDN-2001,-,-,-,-,-,-,0.414,Y,,1,4.5,,0.52,,4.42,,0.51,
25-26,Fall,Section,AIS,ISDN,ISDN,2001,LA1,25-26-Fall-ISDN-2001,25-26-Fall-ISDN-2001-LA1,-,-,-,-,29,0.414,Y,,-,4.5,,0.52,,4.42,,0.51,
25-26,Fall,Instructor,AIS,ISDN,ISDN,2001,LA1,25-26-Fall-ISDN-2001,25-26-Fall-ISDN-2001-LA1,-,25-26-FALL-ISDN-2001-LA1-Instructor,"LEUNG, Suk Wai Winnie",eewswleung,29,0.414,Y,,-,4.5,,0.52,,4.42,,0.51,
25-26,Fall,Course,AIS,ISDN,ISDN,2300,-,25-26-Fall-ISDN-2300,-,-,-,-,-,-,0.367,Y,,1,4.27,,0.65,,4.09,,0.83,
25-26,Fall,Section,AIS,ISDN,ISDN,2300,L1,25-26-Fall-ISDN-2300,25-26-Fall-ISDN-2300-L1,-,-,-,-,30,0.367,Y,,-,4.27,,0.65,,4.09,,0.83,
25-26,Fall,Instructor,AIS,ISDN,ISDN,2300,L1,25-26-Fall-ISDN-2300,25-26-Fall-ISDN-2300-L1,-,25-26-FALL-ISDN-2300-L1-Instructor,"LIU, Yuan",yuanly,30,0.367,Y,,-,4.27,,0.65,,4.09,,0.83,
25-26,Fall,Course,AIS,ISDN,ISDN,2601,-,25-26-Fall-ISDN-2601,-,-,-,-,-,-,0.323,Y,,1,3.7,,1.06,,3.9,,0.99,
25-26,Fall,Section,AIS,ISDN,ISDN,2601,L1,25-26-Fall-ISDN-2601,25-26-Fall-ISDN-2601-L1,-,-,-,-,31,0.323,Y,,-,3.7,,1.06,,3.9,,0.99,
25-26,Fall,Instructor,AIS,ISDN,ISDN,2601,L1,25-26-Fall-ISDN-2601,25-26-Fall-ISDN-2601-L1,-,25-26-FALL-ISDN-2601-L1-Instructor,"XU, Wenchao",wenchaoxu,31,0.323,Y,,-,3.7,,1.06,,3.9,,0.99,
25-26,Fall,Course,AIS,ISDN,ISDN,2602,-,25-26-Fall-ISDN-2602,-,-,-,-,-,-,0.528,,,1,4.21,,0.85,,4.74,,0.45,
25-26,Fall,Section,AIS,ISDN,ISDN,2602,L1,25-26-Fall-ISDN-2602,25-26-Fall-ISDN-2602-L1,-,-,-,-,36,0.528,,,-,4.21,,0.85,,4.74,,0.45,
25-26,Fall,Instructor,AIS,ISDN,ISDN,2602,L1,25-26-Fall-ISDN-2602,25-26-Fall-ISDN-2602-L1,-,25-26-FALL-ISDN-2602-L1-Instructor,"SONG, Shenghui",eeshsong,36,0.528,,,-,4.21,,0.85,,4.74,,0.45,
25-26,Fall,Course,AIS,ISDN,ISDN,3000B,-,25-26-Fall-ISDN-3000B,-,-,-,-,-,-,0.5,Y,,1,4.11,,0.6,,4.33,,0.71,
25-26,Fall,Section,AIS,ISDN,ISDN,3000B,L1,25-26-Fall-ISDN-3000B,25-26-Fall-ISDN-3000B-L1,-,-,-,-,18,0.5,Y,,-,4.11,,0.6,,4.33,,0.71,
25-26,Fall,Instructor,AIS,ISDN,ISDN,3000B,L1,25-26-Fall-ISDN-3000B,25-26-Fall-ISDN-3000B-L1,-,25-26-FALL-ISDN-3000B-L1-Instructor,"GU, Richard",hongrigu,18,0.5,Y,,-,4.11,,0.6,,4.33,,0.71,
25-26,Fall,Course,AIS,ISDN,ISDN,3000C,-,25-26-Fall-ISDN-3000C,-,-,-,-,-,-,0.353,Y,,1,4.5,,0.55,,4.83,,0.41,
25-26,Fall,Section,AIS,ISDN,ISDN,3000C,L1,25-26-Fall-ISDN-3000C,25-26-Fall-ISDN-3000C-L1,-,-,-,-,17,0.353,Y,,-,4.5,,0.55,,4.83,,0.41,
25-26,Fall,Instructor,AIS,ISDN,ISDN,3000C,L1,25-26-Fall-ISDN-3000C,25-26-Fall-ISDN-3000C-L1,-,25-26-FALL-ISDN-3000C-L1-Instructor,"BRAUD, Tristan Camille",braudt,17,0.353,Y,,-,4.5,,0.55,,4.83,,0.41,
25-26,Fall,Course,AIS,ISDN,ISDN,3000D,-,25-26-Fall-ISDN-3000D,-,-,-,-,-,-,0.92,,,1,4.7,,0.47,,4.57,,0.51,
25-26,Fall,Section,AIS,ISDN,ISDN,3000D,L1,25-26-Fall-ISDN-3000D,25-26-Fall-ISDN-3000D-L1,-,-,-,-,25,0.92,,,-,4.7,,0.47,,4.57,,0.51,
25-26,Fall,Instructor,AIS,ISDN,ISDN,3000D,L1,25-26-Fall-ISDN-3000D,25-26-Fall-ISDN-3000D-L1,-,25-26-FALL-ISDN-3000D-L1-Instructor,"LI, Li",lillyli,25,0.92,,,-,4.7,,0.47,,4.57,,0.51,
25-26,Fall,Course,AIS,ISDN,ISDN,3001,-,25-26-Fall-ISDN-3001,-,-,-,-,-,-,0.133,Y,,1,4.0,,0.0,,4.5,,0.71,
25-26,Fall,Section,AIS,ISDN,ISDN,3001,L1,25-26-Fall-ISDN-3001,25-26-Fall-ISDN-3001-L1,-,-,-,-,15,0.133,Y,,-,4.0,,0.0,,4.5,,0.71,
25-26,Fall,Instructor,AIS,ISDN,ISDN,3001,L1,25-26-Fall-ISDN-3001,25-26-Fall-ISDN-3001-L1,-,25-26-FALL-ISDN-3001-L1-Instructor,"JONEJA, Ajay",joneja,15,0.133,Y,,-,4.0,,0.0,,4.5,,0.71,
25-26,Fall,Course,AIS,ISDN,ISDN,3002,-,25-26-Fall-ISDN-3002,-,-,-,-,-,-,0.375,Y,,1,4.67,,0.58,,5.0,,0.0,
25-26,Fall,Section,AIS,ISDN,ISDN,3002,L1,25-26-Fall-ISDN-3002,25-26-Fall-ISDN-3002-L1,-,-,-,-,8,0.375,Y,,-,4.67,,0.58,,5.0,,0.0,
25-26,Fall,Instructor,AIS,ISDN,ISDN,3002,L1,25-26-Fall-ISDN-3002,25-26-Fall-ISDN-3002-L1,-,25-26-FALL-ISDN-3002-L1-Instructor,"BRAUD, Tristan Camille",braudt,8,0.375,Y,,-,4.67,,0.58,,5.0,,0.0,
25-26,Fall,Course,AIS,ISDN,ISDN,3200,-,25-26-Fall-ISDN-3200,-,-,-,-,-,-,0.361,Y,,1,4.38,,0.51,,4.54,,0.66,
25-26,Fall,Section,AIS,ISDN,ISDN,3200,L1,25-26-Fall-ISDN-3200,25-26-Fall-ISDN-3200-L1,-,-,-,-,36,0.361,Y,,-,4.38,,0.51,,4.54,,0.66,
25-26,Fall,Instructor,AIS,ISDN,ISDN,3200,L1,25-26-Fall-ISDN-3200,25-26-Fall-ISDN-3200-L1,-,25-26-FALL-ISDN-3200-L1-Instructor,"LAU, Brian Hui Wang",brianlau,36,0.361,Y,,-,4.38,,0.51,,4.54,,0.66,
25-26,Fall,Course,AIS,ISDN,ISDN,4000V,-,25-26-Fall-ISDN-4000V,-,-,-,-,-,-,0.286,Y,,1,5.0,,0.0,,5.0,,0.0,
25-26,Fall,Section,AIS,ISDN,ISDN,4000V,L1,25-26-Fall-ISDN-4000V,25-26-Fall-ISDN-4000V-L1,-,-,-,-,7,0.286,Y,,-,5.0,,0.0,,5.0,,0.0,
25-26,Fall,Instructor,AIS,ISDN,ISDN,4000V,L1,25-26-Fall-ISDN-4000V,25-26-Fall-ISDN-4000V-L1,-,25-26-FALL-ISDN-4000V-L1-Instructor,"SCHARFF, Rob",scharffrbn,7,0.286,Y,,-,5.0,,0.0,,5.0,,0.0,
25-26,Fall,Instructor,AIS,ISDN,ISDN,4000V,L1,25-26-Fall-ISDN-4000V,25-26-Fall-ISDN-4000V-L1,-,25-26-FALL-ISDN-4000V-L1-Instructor,"YEUNG, Sai Kit",saikit,7,0.286,Y,,-,5.0,,0.0,,5.0,,0.0,
25-26,Fall,Course,AIS,ISDN,ISDN,4001,-,25-26-Fall-ISDN-4001,-,-,-,-,-,-,0.314,Y,,1,4.45,,0.69,,4.32,,0.72,
25-26,Fall,Section,AIS,ISDN,ISDN,4001,LA1,25-26-Fall-ISDN-4001,25-26-Fall-ISDN-4001-LA1,-,-,-,-,35,0.314,Y,,-,4.45,,0.69,,4.32,,0.72,
25-26,Fall,Instructor,AIS,ISDN,ISDN,4001,LA1,25-26-Fall-ISDN-4001,25-26-Fall-ISDN-4001-LA1,-,25-26-FALL-ISDN-4001-LA1-Instructor,"LEUNG, Jac Ka Lok",egjac,35,0.314,Y,,-,4.45,,0.69,,4.45,,0.52,
25-26,Fall,Instructor,AIS,ISDN,ISDN,4001,LA1,25-26-Fall-ISDN-4001,25-26-Fall-ISDN-4001-LA1,-,25-26-FALL-ISDN-4001-LA1-Instructor,"TSUI, Chi Ying",eetsui,35,0.314,Y,,-,4.45,,0.69,,4.18,,0.87,
25-26,Fall,Course,AIS,ISDN,ISDN,5010,-,25-26-Fall-ISDN-5010,-,-,-,-,-,-,0.69,,,1,4.5,,0.69,,4.65,,0.67,
25-26,Fall,Section,AIS,ISDN,ISDN,5010,L1,25-26-Fall-ISDN-5010,25-26-Fall-ISDN-5010-L1,-,-,-,-,29,0.69,,,-,4.5,,0.69,,4.65,,0.67,
25-26,Fall,Instructor,AIS,ISDN,ISDN,5010,L1,25-26-Fall-ISDN-5010,25-26-Fall-ISDN-5010-L1,-,25-26-FALL-ISDN-5010-L1-Instructor,"XIANG, Changying",changyingx,29,0.69,,,-,4.5,,0.69,,4.65,,0.67,
25-26,Fall,Course,AIS,ISDN,ISDN,5101,-,25-26-Fall-ISDN-5101,-,-,-,-,-,-,0.475,,,2,4.64,,0.73,,4.71,,0.53,
25-26,Fall,Section,AIS,ISDN,ISDN,5101,L1,25-26-Fall-ISDN-5101,25-26-Fall-ISDN-5101-L1,-,-,-,-,20,0.45,Y,,-,4.44,,1.01,,4.56,,0.73,
25-26,Fall,Instructor,AIS,ISDN,ISDN,5101,L1,25-26-Fall-ISDN-5101,25-26-Fall-ISDN-5101-L1,-,25-26-FALL-ISDN-5101-L1-Instructor,"LEUNG, Jac Ka Lok",egjac,20,0.45,Y,,-,4.44,,1.01,,4.56,,0.73,
25-26,Fall,Section,AIS,ISDN,ISDN,5101,L2,25-26-Fall-ISDN-5101,25-26-Fall-ISDN-5101-L2,-,-,-,-,39,0.487,,,-,4.74,,0.56,,4.79,,0.42,
25-26,Fall,Instructor,AIS,ISDN,ISDN,5101,L2,25-26-Fall-ISDN-5101,25-26-Fall-ISDN-5101-L2,-,25-26-FALL-ISDN-5101-L2-Instructor,"LEUNG, Jac Ka Lok",egjac,39,0.487,,,-,4.74,,0.56,,4.79,,0.42,
25-26,Fall,Course,AIS,ISDN,ISDN,5220,-,25-26-Fall-ISDN-5220,-,-,-,-,-,-,0.625,Y,,1,4.1,,0.74,,4.45,,0.51,
25-26,Fall,Section,AIS,ISDN,ISDN,5220,L1,25-26-Fall-ISDN-5220,25-26-Fall-ISDN-5220-L1,-,-,-,-,16,0.625,Y,,-,4.1,,0.74,,4.45,,0.51,
25-26,Fall,Instructor,AIS,ISDN,ISDN,5220,L1,25-26-Fall-ISDN-5220,25-26-Fall-ISDN-5220-L1,-,25-26-FALL-ISDN-5220-L1-Instructor,"SCHARFF, Rob",scharffrbn,16,0.625,Y,,-,4.1,,0.74,,4.4,,0.52,
25-26,Fall,Instructor,AIS,ISDN,ISDN,5220,L1,25-26-Fall-ISDN-5220,25-26-Fall-ISDN-5220-L1,-,25-26-FALL-ISDN-5220-L1-Instructor,"YEUNG, Sai Kit",saikit,16,0.625,Y,,-,4.1,,0.74,,4.5,,0.53,
25-26,Fall,Course,AIS,ISDN,ISDN,5230,-,25-26-Fall-ISDN-5230,-,-,-,-,-,-,0.676,,,1,4.96,,0.21,,4.96,,0.21,
25-26,Fall,Section,AIS,ISDN,ISDN,5230,L1,25-26-Fall-ISDN-5230,25-26-Fall-ISDN-5230-L1,-,-,-,-,34,0.676,,,-,4.96,,0.21,,4.96,,0.21,
25-26,Fall,Instructor,AIS,ISDN,ISDN,5230,L1,25-26-Fall-ISDN-5230,25-26-Fall-ISDN-5230-L1,-,25-26-FALL-ISDN-5230-L1-Instructor,"SHAO, Qijia",qijiashao,34,0.676,,,-,4.96,,0.21,,4.96,,0.21,
25-26,Fall,Course,AIS,ISDN,ISDN,5240,-,25-26-Fall-ISDN-5240,-,-,-,-,-,-,0.828,,,1,4.79,,0.41,,4.79,,0.41,
25-26,Fall,Section,AIS,ISDN,ISDN,5240,L1,25-26-Fall-ISDN-5240,25-26-Fall-ISDN-5240-L1,-,-,-,-,29,0.828,,,-,4.79,,0.41,,4.79,,0.41,
25-26,Fall,Instructor,AIS,ISDN,ISDN,5240,L1,25-26-Fall-ISDN-5240,25-26-Fall-ISDN-5240-L1,-,25-26-FALL-ISDN-5240-L1-Instructor,"WANG, Ziqi",ziqiw,29,0.828,,,-,4.79,,0.41,,4.79,,0.41,
25-26,Fall,Course,AIS,ISDN,ISDN,5300,-,25-26-Fall-ISDN-5300,-,-,-,-,-,-,0.714,Y,,1,5.0,,0.0,,4.8,,0.45,
25-26,Fall,Section,AIS,ISDN,ISDN,5300,L1,25-26-Fall-ISDN-5300,25-26-Fall-ISDN-5300-L1,-,-,-,-,7,0.714,Y,,-,5.0,,0.0,,4.8,,0.45,
25-26,Fall,Instructor,AIS,ISDN,ISDN,5300,L1,25-26-Fall-ISDN-5300,25-26-Fall-ISDN-5300-L1,-,25-26-FALL-ISDN-5300-L1-Instructor,"YEUNG, Sai Kit",saikit,7,0.714,Y,,-,5.0,,0.0,,4.8,,0.45,
25-26,Fall,Course,AIS,ISDN,ISDN,5500,-,25-26-Fall-ISDN-5500,-,-,-,-,-,-,0.758,,,1,4.84,,0.37,,4.84,,0.37,
25-26,Fall,Section,AIS,ISDN,ISDN,5500,L1,25-26-Fall-ISDN-5500,25-26-Fall-ISDN-5500-L1,-,-,-,-,33,0.758,,,-,4.84,,0.37,,4.84,,0.37,
25-26,Fall,Instructor,AIS,ISDN,ISDN,5500,L1,25-26-Fall-ISDN-5500,25-26-Fall-ISDN-5500-L1,-,25-26-FALL-ISDN-5500-L1-Instructor,"LI, Mitch",mitchli,33,0.758,,,-,4.84,,0.37,,4.84,,0.37,
25-26,Fall,Course,AIS,ISDN,ISDN,6602,-,25-26-Fall-ISDN-6602,-,-,-,-,-,-,0.4,Y,,1,4.75,,0.46,,4.75,,0.46,
25-26,Fall,Section,AIS,ISDN,ISDN,6602,R1,25-26-Fall-ISDN-6602,25-26-Fall-ISDN-6602-R1,-,-,-,-,20,0.4,Y,,-,4.75,,0.46,,4.75,,0.46,
25-26,Fall,Instructor,AIS,ISDN,ISDN,6602,R1,25-26-Fall-ISDN-6602,25-26-Fall-ISDN-6602-R1,-,25-26-FALL-ISDN-6602-R1-Instructor,"LEUNG, Suk Wai Winnie",eewswleung,20,0.4,Y,,-,4.75,,0.46,,4.75,,0.46,
25-26,Fall,Course,AIS,ISDN,ISDN,6660H,-,25-26-Fall-ISDN-6660H,-,-,-,-,-,-,0.764,,,1,4.45,,0.83,,4.57,,0.67,
25-26,Fall,Section,AIS,ISDN,ISDN,6660H,L1,25-26-Fall-ISDN-6660H,25-26-Fall-ISDN-6660H-L1,-,-,-,-,55,0.764,,,-,4.45,,0.83,,4.57,,0.67,
25-26,Fall,Instructor,AIS,ISDN,ISDN,6660H,L1,25-26-Fall-ISDN-6660H,25-26-Fall-ISDN-6660H-L1,-,25-26-FALL-ISDN-6660H-L1-Instructor,"LI, Mitch",mitchli,55,0.764,,,-,4.45,,0.83,,4.57,,0.67,
25-26,Fall,Course,AIS,AISC,AISC,2500B,-,25-26-Fall-AISC-2500B,-,-,-,-,-,-,1.0,,,1,4.78,,0.44,,4.78,,0.44,
25-26,Fall,Section,AIS,AISC,AISC,2500B,L1,25-26-Fall-AISC-2500B,25-26-Fall-AISC-2500B-L1,-,-,-,-,9,1.0,,,-,4.78,,0.44,,4.78,,0.44,
25-26,Fall,Instructor,AIS,AISC,AISC,2500B,L1,25-26-Fall-AISC-2500B,25-26-Fall-AISC-2500B-L1,-,25-26-FALL-AISC-2500B-L1-Instructor,"LIU, Tik Sang",hmtsliu,9,1.0,,,-,4.78,,0.44,,4.78,,0.44,
25-26,Fall,Course,AIS,PPOL,PPOL,2110,-,25-26-Fall-PPOL-2110,-,-,-,-,-,-,0.563,,,1,4.67,,0.55,,4.74,,0.53,
25-26,Fall,Section,AIS,PPOL,PPOL,2110,L1,25-26-Fall-PPOL-2110,25-26-Fall-PPOL-2110-L1,-,-,-,-,48,0.563,,,-,4.67,,0.55,,4.74,,0.53,
25-26,Fall,Instructor,AIS,PPOL,PPOL,2110,L1,25-26-Fall-PPOL-2110,25-26-Fall-PPOL-2110-L1,-,25-26-FALL-PPOL-2110-L1-Instructor,"LI, Alvin",lia,48,0.563,,,-,4.67,,0.55,,4.74,,0.53,
