Academic Year,Term,Level of Statistics,School,Department,Course Group,Course Number,Section,Course Code,Section Code,Co-list / Multi-coded Course Section Indicator,Survey Name,Instructor's Name,Instructor's ITSC,No. of Students Invited,Response Rate,Low Response Rate Indicator,Response Rate (Adjusted),No. of Sections Evaluated,Course Overall - Mean,Course Overall - Mean (Adjusted),Course Overall - SD,Course Overall - SD (Adjusted),Instructor Overall - Mean,Instructor Overall - Mean (Adjusted),Instructor Overall - SD,Instructor Overall - SD (Adjusted)
25-26,Fall,Instructor,SHSS,HUMA,HUMA,5632,T1,25-26-Fall-HUMA-5632,25-26-Fall-HUMA-5632-T1,-,25-26-FALL-HUMA-5632-T1-Instructor,"CHUNG, Yan Hon Michael",hmichung,4,1.0,,,-,5.0,,0.0,,5.0,,0.0,
25-26,Fall,Course,SHSS,HUMA,HUMA,5692,-,25-26-Fall-HUMA-5692,-,-,-,-,-,-,1.0,,,1,4.78,,0.55,,4.89,,0.32,
25-26,Fall,Section,SHSS,HUMA,HUMA,5692,L1,25-26-Fall-HUMA-5692,25-26-Fall-HUMA-5692-L1,-,-,-,-,18,1.0,,,-,4.78,,0.55,,4.89,,0.32,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,5692,L1,25-26-Fall-HUMA-5692,25-26-Fall-HUMA-5692-L1,-,25-26-FALL-HUMA-5692-L1-Instructor,"CABOARA, Marco",hmcaboara,18,1.0,,,-,4.78,,0.55,,4.89,,0.32,
25-26,Fall,Course,SHSS,HUMA,HUMA,5702,-,25-26-Fall-HUMA-5702,-,-,-,-,-,-,0.917,,,1,5.0,,0.0,,5.0,,0.0,
25-26,Fall,Section,SHSS,HUMA,HUMA,5702,L1,25-26-Fall-HUMA-5702,25-26-Fall-HUMA-5702-L1,-,-,-,-,12,0.917,,,-,5.0,,0.0,,5.0,,0.0,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,5702,L1,25-26-Fall-HUMA-5702,25-26-Fall-HUMA-5702-L1,-,25-26-FALL-HUMA-5702-L1-Instructor,"ONGARO, Giulio",hmongaro,12,0.917,,,-,5.0,,0.0,,5.0,,0.0,
25-26,Fall,Course,SHSS,HUMA,HUMA,5770,-,25-26-Fall-HUMA-5770,-,-,-,-,-,-,0.857,Y,,1,4.0,,1.1,,4.17,,0.98,
25-26,Fall,Section,SHSS,HUMA,HUMA,5770,L1,25-26-Fall-HUMA-5770,25-26-Fall-HUMA-5770-L1,-,-,-,-,7,0.857,Y,,-,4.0,,1.1,,4.17,,0.98,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,5770,L1,25-26-Fall-HUMA-5770,25-26-Fall-HUMA-5770-L1,-,25-26-FALL-HUMA-5770-L1-Instructor,"MA, Jianxiong",hmjxm,7,0.857,Y,,-,4.0,,1.1,,4.17,,0.98,
25-26,Fall,Course,SHSS,HUMA,HUMA,5901,-,25-26-Fall-HUMA-5901,-,-,-,-,-,-,0.667,Y,,1,4.92,,0.29,,4.92,,0.29,
25-26,Fall,Section,SHSS,HUMA,HUMA,5901,L1,25-26-Fall-HUMA-5901,25-26-Fall-HUMA-5901-L1,-,-,-,-,18,0.667,Y,,-,4.92,,0.29,,4.92,,0.29,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,5901,L1,25-26-Fall-HUMA-5901,25-26-Fall-HUMA-5901-L1,-,25-26-FALL-HUMA-5901-L1-Instructor,"SHAN, Yafeng",hmyfshan,18,0.667,Y,,-,4.92,,0.29,,4.92,,0.29,
25-26,Fall,Course,SHSS,HUMA,HUMA,6001B,-,25-26-Fall-HUMA-6001B,-,-,-,-,-,-,0.659,,,1,4.17,,1.0,,4.1,,1.05,
25-26,Fall,Section,SHSS,HUMA,HUMA,6001B,L1,25-26-Fall-HUMA-6001B,25-26-Fall-HUMA-6001B-L1,-,-,-,-,44,0.659,,,-,4.17,,1.0,,4.1,,1.05,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,6001B,L1,25-26-Fall-HUMA-6001B,25-26-Fall-HUMA-6001B-L1,-,25-26-FALL-HUMA-6001B-L1-Instructor,"LI, Siya",hmlisiya,44,0.659,,,-,4.17,,1.0,,4.1,,1.05,
25-26,Fall,Course,SHSS,HUMA,HUMA,6100A,-,25-26-Fall-HUMA-6100A,-,-,-,-,-,-,0.5,Y,,1,5.0,,0.0,,4.63,,0.81,
25-26,Fall,Section,SHSS,HUMA,HUMA,6100A,R1,25-26-Fall-HUMA-6100A,25-26-Fall-HUMA-6100A-R1,-,-,-,-,8,0.5,Y,,-,5.0,,0.0,,4.63,,0.81,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,6100A,R1,25-26-Fall-HUMA-6100A,25-26-Fall-HUMA-6100A-R1,-,25-26-FALL-HUMA-6100A-R1-Instructor,"MA, Xiaolu",hmxlma,8,0.5,Y,,-,5.0,,0.0,,4.5,,1.0,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,6100A,R1,25-26-Fall-HUMA-6100A,25-26-Fall-HUMA-6100A-R1,-,25-26-FALL-HUMA-6100A-R1-Instructor,"NELSON, Eric S",hmericsn,8,0.5,Y,,-,5.0,,0.0,,4.5,,1.0,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,6100A,R1,25-26-Fall-HUMA-6100A,25-26-Fall-HUMA-6100A-R1,-,25-26-FALL-HUMA-6100A-R1-Instructor,"POSADAS, Baryon Tensor",hmbposadas,8,0.5,Y,,-,5.0,,0.0,,4.5,,1.0,
25-26,Fall,Instructor,SHSS,HUMA,HUMA,6100A,R1,25-26-Fall-HUMA-6100A,25-26-Fall-HUMA-6100A-R1,-,25-26-FALL-HUMA-6100A-R1-Instructor,"SHAN, Yafeng",hmyfshan,8,0.5,Y,,-,5.0,,0.0,,5.0,,0.0,
25-26,Fall,Course,SHSS,HMMA,HMMA,5001,-,25-26-Fall-HMMA-5001,-,-,-,-,-,-,0.759,,,2,4.6,,0.61,,4.74,,0.47,
25-26,Fall,Section,SHSS,HMMA,HMMA,5001,L1,25-26-Fall-HMMA-5001,25-26-Fall-HMMA-5001-L1,-,-,-,-,45,0.778,,,-,4.6,,0.65,,4.77,,0.47,
25-26,Fall,Instructor,SHSS,HMMA,HMMA,5001,L1,25-26-Fall-HMMA-5001,25-26-Fall-HMMA-5001-L1,-,25-26-FALL-HMMA-5001-L1-Instructor,"CABOARA, Marco",hmcaboara,45,0.778,,,-,4.6,,0.65,,4.74,,0.44,
25-26,Fall,Instructor,SHSS,HMMA,HMMA,5001,L1,25-26-Fall-HMMA-5001,25-26-Fall-HMMA-5001-L1,-,25-26-FALL-HMMA-5001-L1-Instructor,"MA, Xiaolu",hmxlma,45,0.778,,,-,4.6,,0.65,,4.86,,0.36,
25-26,Fall,Instructor,SHSS,HMMA,HMMA,5001,L1,25-26-Fall-HMMA-5001,25-26-Fall-HMMA-5001-L1,-,25-26-FALL-HMMA-5001-L1-Instructor,"NAM, Sai Lok",shlewis,45,0.778,,,-,4.6,,0.65,,4.66,,0.64,
25-26,Fall,Instructor,SHSS,HMMA,HMMA,5001,L1,25-26-Fall-HMMA-5001,25-26-Fall-HMMA-5001-L1,-,25-26-FALL-HMMA-5001-L1-Instructor,"ONGARO, Giulio",hmongaro,45,0.778,,,-,4.6,,0.65,,4.83,,0.38,
25-26,Fall,Section,SHSS,HMMA,HMMA,5001,L2,25-26-Fall-HMMA-5001,25-26-Fall-HMMA-5001-L2,-,-,-,-,38,0.737,,,-,4.61,,0.57,,4.71,,0.48,
25-26,Fall,Instructor,SHSS,HMMA,HMMA,5001,L2,25-26-Fall-HMMA-5001,25-26-Fall-HMMA-5001-L2,-,25-26-FALL-HMMA-5001-L2-Instructor,"CABOARA, Marco",hmcaboara,38,0.737,,,-,4.61,,0.57,,4.68,,0.55,
25-26,Fall,Instructor,SHSS,HMMA,HMMA,5001,L2,25-26-Fall-HMMA-5001,25-26-Fall-HMMA-5001-L2,-,25-26-FALL-HMMA-5001-L2-Instructor,"MA, Xiaolu",hmxlma,38,0.737,,,-,4.61,,0.57,,4.79,,0.42,
25-26,Fall,Instructor,SHSS,HMMA,HMMA,5001,L2,25-26-Fall-HMMA-5001,25-26-Fall-HMMA-5001-L2,-,25-26-FALL-HMMA-5001-L2-Instructor,"NAM, Sai Lok",shlewis,38,0.737,,,-,4.61,,0.57,,4.64,,0.49,
25-26,Fall,Instructor,SHSS,HMMA,HMMA,5001,L2,25-26-Fall-HMMA-5001,25-26-Fall-HMMA-5001-L2,-,25-26-FALL-HMMA-5001-L2-Instructor,"ONGARO, Giulio",hmongaro,38,0.737,,,-,4.61,,0.57,,4.71,,0.46,
25-26,Fall,Course,SHSS,HMMA,HMMA,5007,-,25-26-Fall-HMMA-5007,-,-,-,-,-,-,0.88,,,1,4.86,,0.35,,4.91,,0.29,
25-26,Fall,Section,SHSS,HMMA,HMMA,5007,L1,25-26-Fall-HMMA-5007,25-26-Fall-HMMA-5007-L1,-,-,-,-,25,0.88,,,-,4.86,,0.35,,4.91,,0.29,
25-26,Fall,Instructor,SHSS,HMMA,HMMA,5007,L1,25-26-Fall-HMMA-5007,25-26-Fall-HMMA-5007-L1,-,25-26-FALL-HMMA-5007-L1-Instructor,"WONG, Simon Man Ho",hmmhwong,25,0.88,,,-,4.86,,0.35,,4.91,,0.29,
25-26,Fall,Course,SHSS,MASS,MASS,5010,-,25-26-Fall-MASS-5010,-,-,-,-,-,-,0.685,,,2,4.6,,0.64,,4.82,,0.44,
25-26,Fall,Section,SHSS,MASS,MASS,5010,L1,25-26-Fall-MASS-5010,25-26-Fall-MASS-5010-L1,-,-,-,-,40,0.625,,,-,4.8,,0.5,,4.92,,0.28,
25-26,Fall,Instructor,SHSS,MASS,MASS,5010,L1,25-26-Fall-MASS-5010,25-26-Fall-MASS-5010-L1,-,25-26-FALL-MASS-5010-L1-Instructor,"WANG, Jin",sojinwang,40,0.625,,,-,4.8,,0.5,,4.92,,0.28,
25-26,Fall,Section,SHSS,MASS,MASS,5010,L2,25-26-Fall-MASS-5010,25-26-Fall-MASS-5010-L2,-,-,-,-,33,0.758,,,-,4.4,,0.71,,4.72,,0.54,
25-26,Fall,Instructor,SHSS,MASS,MASS,5010,L2,25-26-Fall-MASS-5010,25-26-Fall-MASS-5010-L2,-,25-26-FALL-MASS-5010-L2-Instructor,"ZHOU, Titi",ttz,33,0.758,,,-,4.4,,0.71,,4.72,,0.54,
25-26,Fall,Course,SHSS,MASS,MASS,5020,-,25-26-Fall-MASS-5020,-,-,-,-,-,-,0.629,,,2,4.43,,0.7,,4.7,,0.55,
25-26,Fall,Section,SHSS,MASS,MASS,5020,L1,25-26-Fall-MASS-5020,25-26-Fall-MASS-5020-L1,-,-,-,-,39,0.564,,,-,4.27,,0.7,,4.55,,0.67,
25-26,Fall,Instructor,SHSS,MASS,MASS,5020,L1,25-26-Fall-MASS-5020,25-26-Fall-MASS-5020-L1,-,25-26-FALL-MASS-5020-L1-Instructor,"SIU, Nicolson",nicsiu,39,0.564,,,-,4.27,,0.7,,4.55,,0.67,
25-26,Fall,Section,SHSS,MASS,MASS,5020,L2,25-26-Fall-MASS-5020,25-26-Fall-MASS-5020-L2,-,-,-,-,31,0.71,,,-,4.59,,0.67,,4.86,,0.35,
25-26,Fall,Instructor,SHSS,MASS,MASS,5020,L2,25-26-Fall-MASS-5020,25-26-Fall-MASS-5020-L2,-,25-26-FALL-MASS-5020-L2-Instructor,"SIU, Nicolson",nicsiu,31,0.71,,,-,4.59,,0.67,,4.86,,0.35,
25-26,Fall,Course,SHSS,MASS,MASS,5030,-,25-26-Fall-MASS-5030,-,-,-,-,-,-,0.622,,,1,4.68,,0.72,,4.82,,0.48,
25-26,Fall,Section,SHSS,MASS,MASS,5030,L1,25-26-Fall-MASS-5030,25-26-Fall-MASS-5030-L1,-,-,-,-,45,0.622,,,-,4.68,,0.72,,4.82,,0.48,
25-26,Fall,Instructor,SHSS,MASS,MASS,5030,L1,25-26-Fall-MASS-5030,25-26-Fall-MASS-5030-L1,-,25-26-FALL-MASS-5030-L1-Instructor,"SHEN, Yifan",yifanshen,45,0.622,,,-,4.68,,0.72,,4.82,,0.48,
25-26,Fall,Course,SHSS,MASS,MASS,5180,-,25-26-Fall-MASS-5180,-,-,-,-,-,-,0.738,,,1,4.32,,1.05,,4.32,,1.01,
25-26,Fall,Section,SHSS,MASS,MASS,5180,L1,25-26-Fall-MASS-5180,25-26-Fall-MASS-5180-L1,-,-,-,-,42,0.738,,,-,4.32,,1.05,,4.32,,1.01,
25-26,Fall,Instructor,SHSS,MASS,MASS,5180,L1,25-26-Fall-MASS-5180,25-26-Fall-MASS-5180-L1,-,25-26-FALL-MASS-5180-L1-Instructor,"MA, John Zhongdong",sojohnma,42,0.738,,,-,4.32,,1.05,,4.32,,1.01,
25-26,Fall,Course,SHSS,MASS,MASS,5210,-,25-26-Fall-MASS-5210,-,-,-,-,-,-,0.872,,,1,4.94,,0.24,,4.94,,0.24,
25-26,Fall,Section,SHSS,MASS,MASS,5210,L1,25-26-Fall-MASS-5210,25-26-Fall-MASS-5210-L1,-,-,-,-,39,0.872,,,-,4.94,,0.24,,4.94,,0.24,
25-26,Fall,Instructor,SHSS,MASS,MASS,5210,L1,25-26-Fall-MASS-5210,25-26-Fall-MASS-5210-L1,-,25-26-FALL-MASS-5210-L1-Instructor,"PARK, Sangyoon",sangyoon,39,0.872,,,-,4.94,,0.24,,4.94,,0.24,
25-26,Fall,Course,SHSS,MASS,MASS,5250,-,25-26-Fall-MASS-5250,-,-,-,-,-,-,0.667,,,1,4.39,,0.92,,4.54,,0.88,
25-26,Fall,Section,SHSS,MASS,MASS,5250,L1,25-26-Fall-MASS-5250,25-26-Fall-MASS-5250-L1,-,-,-,-,42,0.667,,,-,4.39,,0.92,,4.54,,0.88,
25-26,Fall,Instructor,SHSS,MASS,MASS,5250,L1,25-26-Fall-MASS-5250,25-26-Fall-MASS-5250-L1,-,25-26-FALL-MASS-5250-L1-Instructor,"HE, Wenkai",hewenkai,42,0.667,,,-,4.39,,0.92,,4.54,,0.88,
25-26,Fall,Course,SHSS,MASS,MASS,5980,-,25-26-Fall-MASS-5980,-,-,-,-,-,-,0.581,,,1,4.8,,0.41,,4.96,,0.2,
25-26,Fall,Section,SHSS,MASS,MASS,5980,L1,25-26-Fall-MASS-5980,25-26-Fall-MASS-5980-L1,-,-,-,-,43,0.581,,,-,4.8,,0.41,,4.96,,0.2,
25-26,Fall,Instructor,SHSS,MASS,MASS,5980,L1,25-26-Fall-MASS-5980,25-26-Fall-MASS-5980-L1,-,25-26-FALL-MASS-5980-L1-Instructor,"YIK, Michelle",myik,43,0.581,,,-,4.8,,0.41,,4.96,,0.2,
25-26,Fall,Course,SHSS,MASS,MASS,5982,-,25-26-Fall-MASS-5982,-,-,-,-,-,-,0.6,,,1,4.7,,0.82,,4.78,,0.8,
25-26,Fall,Section,SHSS,MASS,MASS,5982,L1,25-26-Fall-MASS-5982,25-26-Fall-MASS-5982-L1,-,-,-,-,45,0.6,,,-,4.7,,0.82,,4.78,,0.8,
25-26,Fall,Instructor,SHSS,MASS,MASS,5982,L1,25-26-Fall-MASS-5982,25-26-Fall-MASS-5982-L1,-,25-26-FALL-MASS-5982-L1-Instructor,"SHU, Annie",annieshu,45,0.6,,,-,4.7,,0.82,,4.78,,0.8,
25-26,Fall,Course,SHSS,MGCS,MGCS,5001,-,25-26-Fall-MGCS-5001,-,-,-,-,-,-,0.778,,,2,4.86,,0.35,,4.93,,0.26,
25-26,Fall,Section,SHSS,MGCS,MGCS,5001,L1,25-26-Fall-MGCS-5001,25-26-Fall-MGCS-5001-L1,-,-,-,-,32,0.75,,,-,4.83,,0.38,,4.92,,0.28,
25-26,Fall,Instructor,SHSS,MGCS,MGCS,5001,L1,25-26-Fall-MGCS-5001,25-26-Fall-MGCS-5001-L1,-,25-26-FALL-MGCS-5001-L1-Instructor,"LEE, James",jqljzl,32,0.75,,,-,4.83,,0.38,,4.92,,0.28,
25-26,Fall,Section,SHSS,MGCS,MGCS,5001,L2,25-26-Fall-MGCS-5001,25-26-Fall-MGCS-5001-L2,-,-,-,-,22,0.818,,,-,4.89,,0.32,,4.94,,0.24,
25-26,Fall,Instructor,SHSS,MGCS,MGCS,5001,L2,25-26-Fall-MGCS-5001,25-26-Fall-MGCS-5001-L2,-,25-26-FALL-MGCS-5001-L2-Instructor,"LEE, James",jqljzl,22,0.818,,,-,4.89,,0.32,,4.94,,0.24,
25-26,Fall,Course,SHSS,MGCS,MGCS,5006,-,25-26-Fall-MGCS-5006,-,-,-,-,-,-,0.721,,,1,4.61,,0.5,,4.58,,0.62,
25-26,Fall,Section,SHSS,MGCS,MGCS,5006,L1,25-26-Fall-MGCS-5006,25-26-Fall-MGCS-5006-L1,-,-,-,-,43,0.721,,,-,4.61,,0.5,,4.58,,0.62,
25-26,Fall,Instructor,SHSS,MGCS,MGCS,5006,L1,25-26-Fall-MGCS-5006,25-26-Fall-MGCS-5006-L1,-,25-26-FALL-MGCS-5006-L1-Instructor,"ZWEIG, David Stephen",sozweig,43,0.721,,,-,4.61,,0.5,,4.58,,0.62,
25-26,Fall,Course,SHSS,MGCS,MGCS,5010,-,25-26-Fall-MGCS-5010,-,-,-,-,-,-,0.778,,,2,4.69,,0.56,,4.69,,0.64,
25-26,Fall,Section,SHSS,MGCS,MGCS,5010,L1,25-26-Fall-MGCS-5010,25-26-Fall-MGCS-5010-L1,-,-,-,-,30,0.833,,,-,4.8,,0.41,,4.88,,0.33,
25-26,Fall,Instructor,SHSS,MGCS,MGCS,5010,L1,25-26-Fall-MGCS-5010,25-26-Fall-MGCS-5010-L1,-,25-26-FALL-MGCS-5010-L1-Instructor,"KWOK, Hoo Ching Felity",felitykwok,30,0.833,,,-,4.8,,0.41,,4.88,,0.33,
25-26,Fall,Section,SHSS,MGCS,MGCS,5010,L2,25-26-Fall-MGCS-5010,25-26-Fall-MGCS-5010-L2,-,-,-,-,24,0.708,,,-,4.53,,0.72,,4.41,,0.87,
25-26,Fall,Instructor,SHSS,MGCS,MGCS,5010,L2,25-26-Fall-MGCS-5010,25-26-Fall-MGCS-5010-L2,-,25-26-FALL-MGCS-5010-L2-Instructor,"KWOK, Hoo Ching Felity",felitykwok,24,0.708,,,-,4.53,,0.72,,4.41,,0.87,
25-26,Fall,Course,SHSS,MGCS,MGCS,5024,-,25-26-Fall-MGCS-5024,-,-,-,-,-,-,0.8,,,1,4.88,,0.4,,4.93,,0.27,
25-26,Fall,Section,SHSS,MGCS,MGCS,5024,L1,25-26-Fall-MGCS-5024,25-26-Fall-MGCS-5024-L1,-,-,-,-,50,0.8,,,-,4.88,,0.4,,4.93,,0.27,
25-26,Fall,Instructor,SHSS,MGCS,MGCS,5024,L1,25-26-Fall-MGCS-5024,25-26-Fall-MGCS-5024-L1,-,25-26-FALL-MGCS-5024-L1-Instructor,"LIN, Yi-Min",soyimin,50,0.8,,,-,4.88,,0.4,,4.93,,0.27,
25-26,Fall,Course,SHSS,MGCS,MGCS,5033,-,25-26-Fall-MGCS-5033,-,-,-,-,-,-,0.8,,,1,4.5,,0.78,,4.63,,0.49,
25-26,Fall,Section,SHSS,MGCS,MGCS,5033,L1,25-26-Fall-MGCS-5033,25-26-Fall-MGCS-5033-L1,-,-,-,-,30,0.8,,,-,4.5,,0.78,,4.63,,0.49,
25-26,Fall,Instructor,SHSS,MGCS,MGCS,5033,L1,25-26-Fall-MGCS-5033,25-26-Fall-MGCS-5033-L1,-,25-26-FALL-MGCS-5033-L1-Instructor,"MA, Xiaolu",hmxlma,30,0.8,,,-,4.5,,0.78,,4.63,,0.49,
25-26,Fall,Course,SHSS,MGCS,MGCS,6001A,-,25-26-Fall-MGCS-6001A,-,-,-,-,-,-,0.935,,,1,4.52,,0.57,,4.69,,0.47,
25-26,Fall,Section,SHSS,MGCS,MGCS,6001A,L1,25-26-Fall-MGCS-6001A,25-26-Fall-MGCS-6001A-L1,-,-,-,-,31,0.935,,,-,4.52,,0.57,,4.69,,0.47,
25-26,Fall,Instructor,SHSS,MGCS,MGCS,6001A,L1,25-26-Fall-MGCS-6001A,25-26-Fall-MGCS-6001A-L1,-,25-26-FALL-MGCS-6001A-L1-Instructor,"JIN, Huan",hmhjin,31,0.935,,,-,4.52,,0.57,,4.69,,0.47,
25-26,Fall,Course,SHSS,MGCS,MGCS,6001B,-,25-26-Fall-MGCS-6001B,-,-,-,-,-,-,0.833,,,1,4.55,,0.6,,4.6,,0.5,
25-26,Fall,Section,SHSS,MGCS,MGCS,6001B,L1,25-26-Fall-MGCS-6001B,25-26-Fall-MGCS-6001B-L1,-,-,-,-,24,0.833,,,-,4.55,,0.6,,4.6,,0.5,
25-26,Fall,Instructor,SHSS,MGCS,MGCS,6001B,L1,25-26-Fall-MGCS-6001B,25-26-Fall-MGCS-6001B-L1,-,25-26-FALL-MGCS-6001B-L1-Instructor,"DU, Daisy Yan",daisyyandu,24,0.833,,,-,4.55,,0.6,,4.6,,0.5,
25-26,Fall,Course,SHSS,MILE,MILE,5000,-,25-26-Fall-MILE-5000,-,-,-,-,-,-,0.938,,,1,4.48,,0.62,,4.78,,0.48,
25-26,Fall,Section,SHSS,MILE,MILE,5000,L1,25-26-Fall-MILE-5000,25-26-Fall-MILE-5000-L1,-,-,-,-,64,0.938,,,-,4.48,,0.62,,4.78,,0.48,
25-26,Fall,Instructor,SHSS,MILE,MILE,5000,L1,25-26-Fall-MILE-5000,25-26-Fall-MILE-5000-L1,-,25-26-FALL-MILE-5000-L1-Instructor,"KOYLU, Yilmaz",lcyilmaz,64,0.938,,,-,4.48,,0.62,,4.77,,0.46,
25-26,Fall,Instructor,SHSS,MILE,MILE,5000,L1,25-26-Fall-MILE-5000,25-26-Fall-MILE-5000-L1,-,25-26-FALL-MILE-5000-L1-Instructor,"PAN, Ping",hmpanping,64,0.938,,,-,4.48,,0.62,,4.78,,0.49,
25-26,Fall,Course,SHSS,MILE,MILE,5002,-,25-26-Fall-MILE-5002,-,-,-,-,-,-,0.938,,,2,4.47,,0.83,,4.53,,0.73,
25-26,Fall,Section,SHSS,MILE,MILE,5002,L1,25-26-Fall-MILE-5002,25-26-Fall-MILE-5002-L1,-,-,-,-,32,1.0,,,-,4.31,,0.97,,4.39,,0.83,
25-26,Fall,Instructor,SHSS,MILE,MILE,5002,L1,25-26-Fall-MILE-5002,25-26-Fall-MILE-5002-L1,-,25-26-FALL-MILE-5002-L1-Instructor,"LI, Po Lung",lcpolung,32,1.0,,,-,4.31,,0.97,,4.31,,0.93,
25-26,Fall,Instructor,SHSS,MILE,MILE,5002,L1,25-26-Fall-MILE-5002,25-26-Fall-MILE-5002-L1,-,25-26-FALL-MILE-5002-L1-Instructor,"LIANG, Sheila, Xin",lcsheila,32,1.0,,,-,4.31,,0.97,,4.47,,0.72,
25-26,Fall,Section,SHSS,MILE,MILE,5002,L2,25-26-Fall-MILE-5002,25-26-Fall-MILE-5002-L2,-,-,-,-,32,0.875,,,-,4.64,,0.62,,4.7,,0.57,
25-26,Fall,Instructor,SHSS,MILE,MILE,5002,L2,25-26-Fall-MILE-5002,25-26-Fall-MILE-5002-L2,-,25-26-FALL-MILE-5002-L2-Instructor,"LI, Po Lung",lcpolung,32,0.875,,,-,4.64,,0.62,,4.57,,0.63,
25-26,Fall,Instructor,SHSS,MILE,MILE,5002,L2,25-26-Fall-MILE-5002,25-26-Fall-MILE-5002-L2,-,25-26-FALL-MILE-5002-L2-Instructor,"LIANG, Sheila, Xin",lcsheila,32,0.875,,,-,4.64,,0.62,,4.82,,0.48,
25-26,Fall,Course,SHSS,MILE,MILE,5004,-,25-26-Fall-MILE-5004,-,-,-,-,-,-,0.938,,,1,4.62,,0.64,,4.71,,0.51,
25-26,Fall,Section,SHSS,MILE,MILE,5004,L1,25-26-Fall-MILE-5004,25-26-Fall-MILE-5004-L1,-,-,-,-,64,0.938,,,-,4.62,,0.64,,4.71,,0.51,
25-26,Fall,Instructor,SHSS,MILE,MILE,5004,L1,25-26-Fall-MILE-5004,25-26-Fall-MILE-5004-L1,-,25-26-FALL-MILE-5004-L1-Instructor,"ZHONG, Yin",lcyinzhong,64,0.938,,,-,4.62,,0.64,,4.65,,0.55,
25-26,Fall,Instructor,SHSS,MILE,MILE,5004,L1,25-26-Fall-MILE-5004,25-26-Fall-MILE-5004-L1,-,25-26-FALL-MILE-5004-L1-Instructor,"ZHOU, Siyang",lcszhou,64,0.938,,,-,4.62,,0.64,,4.77,,0.46,
25-26,Fall,Course,SHSS,MILE,MILE,5005,-,25-26-Fall-MILE-5005,-,-,-,-,-,-,1.0,,,1,4.68,,0.6,,4.85,,0.36,
25-26,Fall,Section,SHSS,MILE,MILE,5005,L1,25-26-Fall-MILE-5005,25-26-Fall-MILE-5005-L1,-,-,-,-,31,1.0,,,-,4.68,,0.6,,4.85,,0.36,
25-26,Fall,Instructor,SHSS,MILE,MILE,5005,L1,25-26-Fall-MILE-5005,25-26-Fall-MILE-5005-L1,-,25-26-FALL-MILE-5005-L1-Instructor,"KOYLU, Yilmaz",lcyilmaz,31,1.0,,,-,4.68,,0.6,,4.87,,0.34,
25-26,Fall,Instructor,SHSS,MILE,MILE,5005,L1,25-26-Fall-MILE-5005,25-26-Fall-MILE-5005-L1,-,25-26-FALL-MILE-5005-L1-Instructor,"LAW, Christie",lcclaw,31,1.0,,,-,4.68,,0.6,,4.84,,0.37,
25-26,Fall,Course,SHSS,MILE,MILE,5006,-,25-26-Fall-MILE-5006,-,-,-,-,-,-,0.844,,,1,4.59,,0.64,,4.65,,0.68,
25-26,Fall,Section,SHSS,MILE,MILE,5006,L1,25-26-Fall-MILE-5006,25-26-Fall-MILE-5006-L1,-,-,-,-,32,0.844,,,-,4.59,,0.64,,4.65,,0.68,
25-26,Fall,Instructor,SHSS,MILE,MILE,5006,L1,25-26-Fall-MILE-5006,25-26-Fall-MILE-5006-L1,-,25-26-FALL-MILE-5006-L1-Instructor,"LI, Dechao",hmdcli,32,0.844,,,-,4.59,,0.64,,4.48,,0.85,
25-26,Fall,Instructor,SHSS,MILE,MILE,5006,L1,25-26-Fall-MILE-5006,25-26-Fall-MILE-5006-L1,-,25-26-FALL-MILE-5006-L1-Instructor,"ZHANG, Min",hmzm,32,0.844,,,-,4.59,,0.64,,4.81,,0.4,
25-26,Fall,Course,SHSS,HSS,SHSS,4991,-,25-26-Fall-SHSS-4991,-,-,-,-,-,-,0.321,Y,,2,4.0,,0.71,,3.93,,1.0,
25-26,Fall,Section,SHSS,HSS,SHSS,4991,T1,25-26-Fall-SHSS-4991,25-26-Fall-SHSS-4991-T1,-,-,-,-,14,0.286,Y,,-,4.0,,0.82,,3.83,,1.03,
25-26,Fall,Instructor,SHSS,HSS,SHSS,4991,T1,25-26-Fall-SHSS-4991,25-26-Fall-SHSS-4991-T1,-,25-26-FALL-SHSS-4991-T1-Instructor,"CHUNG, Shek Yan",jeffreychung,14,0.286,Y,,-,4.0,,0.82,,4.0,,1.15,
25-26,Fall,Instructor,SHSS,HSS,SHSS,4991,T1,25-26-Fall-SHSS-4991,25-26-Fall-SHSS-4991-T1,-,25-26-FALL-SHSS-4991-T1-Instructor,"KU, Shuk Mei Agnes",soagnes,14,0.286,Y,,-,4.0,,0.82,,4.0,,1.15,
25-26,Fall,Instructor,SHSS,HSS,SHSS,4991,T1,25-26-Fall-SHSS-4991,25-26-Fall-SHSS-4991-T1,-,25-26-FALL-SHSS-4991-T1-Instructor,"SHAN, Yafeng",hmyfshan,14,0.286,Y,,-,4.0,,0.82,,3.5,,1.0,
25-26,Fall,Section,SHSS,HSS,SHSS,4991,T3,25-26-Fall-SHSS-4991,25-26-Fall-SHSS-4991-T3,-,-,-,-,14,0.357,Y,,-,4.0,,0.71,,4.0,,1.0,
